Time in s	CH I in Volt	CH II in Volt	
6.3E-5	-1.36E-03	4.00E-04	
6.31E-5	-1.36E-03	0.00E+00	
6.32E-5	-1.44E-03	0.00E+00	
6.33E-5	-1.44E-03	4.00E-04	
6.34E-5	-1.44E-03	4.00E-04	
6.35E-5	-1.44E-03	4.00E-04	
6.36E-5	-1.44E-03	4.00E-04	
6.37E-5	-1.52E-03	0.00E+00	
6.38E-5	-1.60E-03	4.00E-04	
6.39E-5	-1.68E-03	4.00E-04	
6.4E-5	-1.76E-03	4.00E-04	
6.41E-5	-1.76E-03	4.00E-04	
6.42E-5	-1.76E-03	4.00E-04	
6.43E-5	-1.76E-03	4.00E-04	
6.44E-5	-1.68E-03	4.00E-04	
6.45E-5	-1.68E-03	4.00E-04	
6.46E-5	-1.76E-03	4.00E-04	
6.47E-5	-1.68E-03	4.00E-04	
6.48E-5	-1.76E-03	4.00E-04	
6.49E-5	-1.76E-03	4.00E-04	
6.5E-5	-1.84E-03	8.00E-04	
6.51E-5	-1.92E-03	4.00E-04	
6.52E-5	-1.92E-03	4.00E-04	
6.53E-5	-1.92E-03	8.00E-04	
6.54E-5	-1.92E-03	4.00E-04	
6.55E-5	-1.92E-03	4.00E-04	
6.56E-5	-2.00E-03	8.00E-04	
6.57E-5	-2.00E-03	4.00E-04	
6.58E-5	-2.08E-03	4.00E-04	
6.59E-5	-2.08E-03	4.00E-04	
6.6E-5	-2.08E-03	4.00E-04	
6.61E-5	-2.08E-03	4.00E-04	
6.62E-5	-2.16E-03	4.00E-04	
6.63E-5	-2.24E-03	4.00E-04	
6.64E-5	-2.32E-03	4.00E-04	
6.65E-5	-2.32E-03	4.00E-04	
6.66E-5	-2.24E-03	4.00E-04	
6.67E-5	-2.16E-03	4.00E-04	
6.68E-5	-2.16E-03	4.00E-04	
6.69E-5	-2.24E-03	4.00E-04	
6.7E-5	-2.32E-03	4.00E-04	
6.71E-5	-2.40E-03	8.00E-04	
6.72E-5	-2.40E-03	4.00E-04	
6.73E-5	-2.40E-03	4.00E-04	
6.74E-5	-2.40E-03	4.00E-04	
6.75E-5	-2.40E-03	4.00E-04	
6.76E-5	-2.40E-03	4.00E-04	
6.77E-5	-2.40E-03	4.00E-04	
6.78E-5	-2.40E-03	4.00E-04	
6.79E-5	-2.40E-03	4.00E-04	
6.8E-5	-2.40E-03	4.00E-04	
6.81E-5	-2.48E-03	0.00E+00	
6.82E-5	-2.56E-03	4.00E-04	
6.83E-5	-2.56E-03	0.00E+00	
6.84E-5	-2.56E-03	0.00E+00	
6.85E-5	-2.64E-03	0.00E+00	
6.86E-5	-2.64E-03	0.00E+00	
6.87E-5	-2.64E-03	0.00E+00	
6.88E-5	-2.64E-03	0.00E+00	
6.89E-5	-2.64E-03	0.00E+00	
6.9E-5	-2.64E-03	-4.00E-04	
6.91E-5	-2.56E-03	0.00E+00	
6.92E-5	-2.56E-03	0.00E+00	
6.93E-5	-2.56E-03	-4.00E-04	
6.94E-5	-2.64E-03	0.00E+00	
6.95E-5	-2.64E-03	-4.00E-04	
6.96E-5	-2.72E-03	-4.00E-04	
6.97E-5	-2.72E-03	-4.00E-04	
6.98E-5	-2.64E-03	-4.00E-04	
6.99E-5	-2.64E-03	-4.00E-04	
7.E-5	-2.64E-03	-4.00E-04	
7.01E-5	-2.64E-03	0.00E+00	
7.02E-5	-2.56E-03	-4.00E-04	
7.03E-5	-2.64E-03	-4.00E-04	
7.04E-5	-2.64E-03	-4.00E-04	
7.05E-5	-2.56E-03	-4.00E-04	
7.06E-5	-2.48E-03	-4.00E-04	
7.07E-5	-2.56E-03	-4.00E-04	
7.08E-5	-2.56E-03	-4.00E-04	
7.09E-5	-2.64E-03	-4.00E-04	
7.1E-5	-2.64E-03	-4.00E-04	
7.11E-5	-2.64E-03	-4.00E-04	
7.12E-5	-2.64E-03	-4.00E-04	
7.13E-5	-2.64E-03	0.00E+00	
7.14E-5	-2.64E-03	-4.00E-04	
7.15E-5	-2.72E-03	0.00E+00	
7.16E-5	-2.72E-03	-4.00E-04	
7.17E-5	-2.72E-03	-4.00E-04	
7.18E-5	-2.72E-03	-4.00E-04	
7.19E-5	-2.72E-03	0.00E+00	
7.2E-5	-2.80E-03	-4.00E-04	
7.21E-5	-2.80E-03	0.00E+00	
7.22E-5	-2.80E-03	0.00E+00	
7.23E-5	-2.80E-03	0.00E+00	
7.24E-5	-2.80E-03	0.00E+00	
7.25E-5	-2.80E-03	0.00E+00	
7.26E-5	-2.72E-03	0.00E+00	
7.27E-5	-2.72E-03	0.00E+00	
7.28E-5	-2.72E-03	0.00E+00	
7.29E-5	-2.72E-03	0.00E+00	
7.3E-5	-2.64E-03	0.00E+00	
7.31E-5	-2.64E-03	0.00E+00	
7.32E-5	-2.72E-03	4.00E-04	
7.33E-5	-2.80E-03	0.00E+00	
7.34E-5	-2.80E-03	0.00E+00	
7.35E-5	-2.88E-03	0.00E+00	
7.36E-5	-2.80E-03	0.00E+00	
7.37E-5	-2.80E-03	4.00E-04	
7.38E-5	-2.72E-03	4.00E-04	
7.39E-5	-2.72E-03	4.00E-04	
7.4E-5	-2.80E-03	4.00E-04	
7.41E-5	-2.88E-03	4.00E-04	
7.42E-5	-2.96E-03	4.00E-04	
7.43E-5	-2.96E-03	4.00E-04	
7.44E-5	-2.96E-03	4.00E-04	
7.45E-5	-2.88E-03	4.00E-04	
7.46E-5	-2.88E-03	4.00E-04	
7.47E-5	-2.80E-03	4.00E-04	
7.48E-5	-2.80E-03	4.00E-04	
7.49E-5	-2.80E-03	4.00E-04	
7.5E-5	-2.80E-03	4.00E-04	
7.51E-5	-2.88E-03	4.00E-04	
7.52E-5	-2.80E-03	4.00E-04	
7.53E-5	-2.80E-03	4.00E-04	
7.54E-5	-2.80E-03	4.00E-04	
7.55E-5	-2.80E-03	4.00E-04	
7.56E-5	-2.80E-03	4.00E-04	
7.57E-5	-2.88E-03	4.00E-04	
7.58E-5	-2.88E-03	4.00E-04	
7.59E-5	-2.88E-03	4.00E-04	
7.6E-5	-2.88E-03	4.00E-04	
7.61E-5	-2.88E-03	4.00E-04	
7.62E-5	-2.96E-03	0.00E+00	
7.63E-5	-2.96E-03	4.00E-04	
7.64E-5	-2.96E-03	4.00E-04	
7.65E-5	-2.96E-03	0.00E+00	
7.66E-5	-2.96E-03	4.00E-04	
7.67E-5	-3.04E-03	4.00E-04	
7.68E-5	-3.04E-03	0.00E+00	
7.69E-5	-3.12E-03	0.00E+00	
7.7E-5	-3.04E-03	0.00E+00	
7.71E-5	-3.04E-03	0.00E+00	
7.72E-5	-2.96E-03	4.00E-04	
7.73E-5	-3.04E-03	4.00E-04	
7.74E-5	-3.12E-03	0.00E+00	
7.75E-5	-3.12E-03	0.00E+00	
7.76E-5	-3.12E-03	0.00E+00	
7.77E-5	-3.12E-03	0.00E+00	
7.78E-5	-3.12E-03	0.00E+00	
7.79E-5	-3.12E-03	0.00E+00	
7.8E-5	-3.12E-03	0.00E+00	
7.81E-5	-3.20E-03	0.00E+00	
7.82E-5	-3.28E-03	0.00E+00	
7.83E-5	-3.28E-03	0.00E+00	
7.84E-5	-3.28E-03	0.00E+00	
7.85E-5	-3.28E-03	0.00E+00	
7.86E-5	-3.28E-03	0.00E+00	
7.87E-5	-3.28E-03	0.00E+00	
7.88E-5	-3.36E-03	0.00E+00	
7.89E-5	-3.44E-03	0.00E+00	
7.9E-5	-3.44E-03	0.00E+00	
7.91E-5	-3.44E-03	0.00E+00	
7.92E-5	-3.44E-03	0.00E+00	
7.93E-5	-3.44E-03	0.00E+00	
7.94E-5	-3.44E-03	0.00E+00	
7.95E-5	-3.44E-03	0.00E+00	
7.96E-5	-3.44E-03	0.00E+00	
7.97E-5	-3.52E-03	0.00E+00	
7.98E-5	-3.52E-03	0.00E+00	
7.99E-5	-3.52E-03	0.00E+00	
8.E-5	-3.52E-03	0.00E+00	
8.01E-5	-3.52E-03	0.00E+00	
8.02E-5	-3.52E-03	0.00E+00	
8.03E-5	-3.44E-03	0.00E+00	
8.04E-5	-3.44E-03	4.00E-04	
8.05E-5	-3.52E-03	0.00E+00	
8.06E-5	-3.52E-03	4.00E-04	
8.07E-5	-3.52E-03	4.00E-04	
8.08E-5	-3.52E-03	4.00E-04	
8.09E-5	-3.44E-03	4.00E-04	
8.1E-5	-3.36E-03	4.00E-04	
8.11E-5	-3.36E-03	4.00E-04	
8.12E-5	-3.36E-03	4.00E-04	
8.13E-5	-3.44E-03	4.00E-04	
8.14E-5	-3.52E-03	4.00E-04	
8.15E-5	-3.60E-03	4.00E-04	
8.16E-5	-3.52E-03	4.00E-04	
8.17E-5	-3.52E-03	4.00E-04	
8.18E-5	-3.36E-03	8.00E-04	
8.19E-5	-3.28E-03	4.00E-04	
8.2E-5	-3.28E-03	4.00E-04	
8.21E-5	-3.28E-03	4.00E-04	
8.22E-5	-3.36E-03	8.00E-04	
8.23E-5	-3.44E-03	8.00E-04	
8.24E-5	-3.44E-03	8.00E-04	
8.25E-5	-3.44E-03	8.00E-04	
8.26E-5	-3.36E-03	8.00E-04	
8.27E-5	-3.36E-03	8.00E-04	
8.28E-5	-3.36E-03	8.00E-04	
8.29E-5	-3.36E-03	8.00E-04	
8.3E-5	-3.36E-03	8.00E-04	
8.31E-5	-3.44E-03	8.00E-04	
8.32E-5	-3.44E-03	8.00E-04	
8.33E-5	-3.44E-03	8.00E-04	
8.34E-5	-3.36E-03	1.20E-03	
8.35E-5	-3.36E-03	1.20E-03	
8.36E-5	-3.36E-03	8.00E-04	
8.37E-5	-3.44E-03	8.00E-04	
8.38E-5	-3.44E-03	8.00E-04	
8.39E-5	-3.44E-03	8.00E-04	
8.4E-5	-3.44E-03	8.00E-04	
8.41E-5	-3.36E-03	8.00E-04	
8.42E-5	-3.28E-03	8.00E-04	
8.43E-5	-3.28E-03	8.00E-04	
8.44E-5	-3.36E-03	8.00E-04	
8.45E-5	-3.44E-03	8.00E-04	
8.46E-5	-3.44E-03	8.00E-04	
8.47E-5	-3.44E-03	8.00E-04	
8.48E-5	-3.44E-03	8.00E-04	
8.49E-5	-3.36E-03	8.00E-04	
8.5E-5	-3.28E-03	8.00E-04	
8.51E-5	-3.36E-03	8.00E-04	
8.52E-5	-3.44E-03	8.00E-04	
8.53E-5	-3.52E-03	8.00E-04	
8.54E-5	-3.60E-03	8.00E-04	
8.55E-5	-3.52E-03	8.00E-04	
8.56E-5	-3.44E-03	8.00E-04	
8.57E-5	-3.36E-03	4.00E-04	
8.58E-5	-3.36E-03	8.00E-04	
8.59E-5	-3.44E-03	8.00E-04	
8.6E-5	-3.52E-03	8.00E-04	
8.61E-5	-3.60E-03	8.00E-04	
8.62E-5	-3.60E-03	8.00E-04	
8.63E-5	-3.60E-03	4.00E-04	
8.64E-5	-3.52E-03	8.00E-04	
8.65E-5	-3.52E-03	4.00E-04	
8.66E-5	-3.52E-03	8.00E-04	
8.67E-5	-3.52E-03	4.00E-04	
8.68E-5	-3.60E-03	8.00E-04	
8.69E-5	-3.68E-03	4.00E-04	
8.7E-5	-3.68E-03	4.00E-04	
8.71E-5	-3.68E-03	8.00E-04	
8.72E-5	-3.60E-03	4.00E-04	
8.73E-5	-3.60E-03	8.00E-04	
8.74E-5	-3.68E-03	4.00E-04	
8.75E-5	-3.76E-03	8.00E-04	
8.76E-5	-3.84E-03	8.00E-04	
8.77E-5	-3.84E-03	4.00E-04	
8.78E-5	-3.84E-03	8.00E-04	
8.79E-5	-3.76E-03	4.00E-04	
8.8E-5	-3.76E-03	4.00E-04	
8.81E-5	-3.76E-03	8.00E-04	
8.82E-5	-3.84E-03	4.00E-04	
8.83E-5	-3.84E-03	8.00E-04	
8.84E-5	-3.92E-03	4.00E-04	
8.85E-5	-3.92E-03	4.00E-04	
8.86E-5	-3.84E-03	4.00E-04	
8.87E-5	-3.84E-03	8.00E-04	
8.88E-5	-3.76E-03	4.00E-04	
8.89E-5	-3.84E-03	8.00E-04	
8.9E-5	-3.84E-03	8.00E-04	
8.91E-5	-3.92E-03	8.00E-04	
8.92E-5	-3.92E-03	8.00E-04	
8.93E-5	-3.84E-03	8.00E-04	
8.94E-5	-3.76E-03	8.00E-04	
8.95E-5	-3.76E-03	8.00E-04	
8.96E-5	-3.68E-03	8.00E-04	
8.97E-5	-3.68E-03	8.00E-04	
8.98E-5	-3.76E-03	8.00E-04	
8.99E-5	-3.76E-03	8.00E-04	
9.E-5	-3.76E-03	8.00E-04	
9.01E-5	-3.76E-03	8.00E-04	
9.02E-5	-3.68E-03	8.00E-04	
9.03E-5	-3.68E-03	8.00E-04	
9.04E-5	-3.68E-03	8.00E-04	
9.05E-5	-3.68E-03	8.00E-04	
9.06E-5	-3.76E-03	1.20E-03	
9.07E-5	-3.76E-03	1.20E-03	
9.08E-5	-3.76E-03	8.00E-04	
9.09E-5	-3.76E-03	1.20E-03	
9.1E-5	-3.76E-03	8.00E-04	
9.11E-5	-3.68E-03	1.20E-03	
9.12E-5	-3.68E-03	1.20E-03	
9.13E-5	-3.76E-03	8.00E-04	
9.14E-5	-3.68E-03	1.20E-03	
9.15E-5	-3.68E-03	1.20E-03	
9.16E-5	-3.68E-03	1.20E-03	
9.17E-5	-3.76E-03	1.20E-03	
9.18E-5	-3.76E-03	1.20E-03	
9.19E-5	-3.76E-03	1.20E-03	
9.2E-5	-3.68E-03	1.20E-03	
9.21E-5	-3.68E-03	8.00E-04	
9.22E-5	-3.68E-03	8.00E-04	
9.23E-5	-3.68E-03	1.20E-03	
9.24E-5	-3.68E-03	1.20E-03	
9.25E-5	-3.68E-03	1.20E-03	
9.26E-5	-3.68E-03	1.20E-03	
9.27E-5	-3.68E-03	1.20E-03	
9.28E-5	-3.60E-03	1.20E-03	
9.29E-5	-3.60E-03	1.20E-03	
9.3E-5	-3.60E-03	1.20E-03	
9.31E-5	-3.68E-03	8.00E-04	
9.32E-5	-3.68E-03	8.00E-04	
9.33E-5	-3.76E-03	8.00E-04	
9.34E-5	-3.76E-03	1.20E-03	
9.35E-5	-3.68E-03	1.20E-03	
9.36E-5	-3.68E-03	8.00E-04	
9.37E-5	-3.68E-03	1.20E-03	
9.38E-5	-3.60E-03	1.20E-03	
9.39E-5	-3.60E-03	1.20E-03	
9.4E-5	-3.60E-03	8.00E-04	
9.41E-5	-3.60E-03	1.20E-03	
9.42E-5	-3.60E-03	1.20E-03	
9.43E-5	-3.60E-03	8.00E-04	
9.44E-5	-3.60E-03	8.00E-04	
9.45E-5	-3.52E-03	8.00E-04	
9.46E-5	-3.52E-03	1.20E-03	
9.47E-5	-3.52E-03	8.00E-04	
9.48E-5	-3.60E-03	8.00E-04	
9.49E-5	-3.68E-03	8.00E-04	
9.5E-5	-3.68E-03	8.00E-04	
9.51E-5	-3.68E-03	8.00E-04	
9.52E-5	-3.68E-03	8.00E-04	
9.53E-5	-3.60E-03	8.00E-04	
9.54E-5	-3.60E-03	8.00E-04	
9.55E-5	-3.60E-03	8.00E-04	
9.56E-5	-3.60E-03	8.00E-04	
9.57E-5	-3.68E-03	8.00E-04	
9.58E-5	-3.68E-03	8.00E-04	
9.59E-5	-3.68E-03	8.00E-04	
9.6E-5	-3.68E-03	8.00E-04	
9.61E-5	-3.60E-03	8.00E-04	
9.62E-5	-3.60E-03	8.00E-04	
9.63E-5	-3.60E-03	8.00E-04	
9.64E-5	-3.68E-03	8.00E-04	
9.65E-5	-3.68E-03	8.00E-04	
9.66E-5	-3.68E-03	8.00E-04	
9.67E-5	-3.60E-03	8.00E-04	
9.68E-5	-3.60E-03	8.00E-04	
9.69E-5	-3.60E-03	8.00E-04	
9.7E-5	-3.60E-03	8.00E-04	
9.71E-5	-3.68E-03	8.00E-04	
9.72E-5	-3.68E-03	8.00E-04	
9.73E-5	-3.68E-03	8.00E-04	
9.74E-5	-3.68E-03	8.00E-04	
9.75E-5	-3.60E-03	8.00E-04	
9.76E-5	-3.52E-03	8.00E-04	
9.77E-5	-3.52E-03	8.00E-04	
9.78E-5	-3.60E-03	8.00E-04	
9.79E-5	-3.60E-03	8.00E-04	
9.8E-5	-3.68E-03	8.00E-04	
9.81E-5	-3.60E-03	1.20E-03	
9.82E-5	-3.60E-03	8.00E-04	
9.83E-5	-3.60E-03	8.00E-04	
9.84E-5	-3.60E-03	8.00E-04	
9.85E-5	-3.60E-03	8.00E-04	
9.86E-5	-3.60E-03	1.20E-03	
9.87E-5	-3.60E-03	1.20E-03	
9.88E-5	-3.68E-03	8.00E-04	
9.89E-5	-3.68E-03	1.20E-03	
9.9E-5	-3.68E-03	8.00E-04	
9.91E-5	-3.68E-03	8.00E-04	
9.92E-5	-3.60E-03	8.00E-04	
9.93E-5	-3.68E-03	1.20E-03	
9.94E-5	-3.68E-03	1.20E-03	
9.95E-5	-3.76E-03	8.00E-04	
9.96E-5	-3.76E-03	1.20E-03	
9.97E-5	-3.84E-03	1.20E-03	
9.98E-5	-3.76E-03	1.20E-03	
9.99E-5	-3.76E-03	8.00E-04	
1.E-4	-3.76E-03	1.20E-03	
1.001E-4	-3.76E-03	8.00E-04	
1.002E-4	-3.84E-03	8.00E-04	
1.003E-4	-3.92E-03	1.20E-03	
1.004E-4	-3.92E-03	1.20E-03	
1.005E-4	-3.84E-03	1.20E-03	
1.006E-4	-3.84E-03	8.00E-04	
1.007E-4	-3.84E-03	1.20E-03	
1.008E-4	-3.84E-03	1.20E-03	
1.009E-4	-3.84E-03	8.00E-04	
1.01E-4	-3.92E-03	1.20E-03	
1.011E-4	-3.84E-03	1.20E-03	
1.012E-4	-3.76E-03	1.20E-03	
1.013E-4	-3.76E-03	8.00E-04	
1.014E-4	-3.68E-03	1.20E-03	
1.015E-4	-3.76E-03	8.00E-04	
1.016E-4	-3.84E-03	1.20E-03	
1.017E-4	-3.84E-03	1.20E-03	
1.018E-4	-3.84E-03	8.00E-04	
1.019E-4	-3.76E-03	1.20E-03	
1.02E-4	-3.76E-03	1.20E-03	
1.021E-4	-3.68E-03	1.20E-03	
1.022E-4	-3.76E-03	8.00E-04	
